path,classname
project_folder/audio_speech_actors_01-24\Actor_22\03-01-01-01-01-01-22.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_22\03-01-01-01-01-02-22.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_22\03-01-01-01-02-01-22.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_22\03-01-01-01-02-02-22.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_22\03-01-02-01-01-01-22.wav,calm
project_folder/audio_speech_actors_01-24\Actor_22\03-01-02-01-01-02-22.wav,calm
project_folder/audio_speech_actors_01-24\Actor_22\03-01-02-01-02-01-22.wav,calm
project_folder/audio_speech_actors_01-24\Actor_22\03-01-02-01-02-02-22.wav,calm
project_folder/audio_speech_actors_01-24\Actor_22\03-01-02-02-01-01-22.wav,calm
project_folder/audio_speech_actors_01-24\Actor_22\03-01-02-02-01-02-22.wav,calm
project_folder/audio_speech_actors_01-24\Actor_22\03-01-02-02-02-01-22.wav,calm
project_folder/audio_speech_actors_01-24\Actor_22\03-01-02-02-02-02-22.wav,calm
project_folder/audio_speech_actors_01-24\Actor_22\03-01-03-01-01-01-22.wav,happy
project_folder/audio_speech_actors_01-24\Actor_22\03-01-03-01-01-02-22.wav,happy
project_folder/audio_speech_actors_01-24\Actor_22\03-01-03-01-02-01-22.wav,happy
project_folder/audio_speech_actors_01-24\Actor_22\03-01-03-01-02-02-22.wav,happy
project_folder/audio_speech_actors_01-24\Actor_22\03-01-03-02-01-01-22.wav,happy
project_folder/audio_speech_actors_01-24\Actor_22\03-01-03-02-01-02-22.wav,happy
project_folder/audio_speech_actors_01-24\Actor_22\03-01-03-02-02-01-22.wav,happy
project_folder/audio_speech_actors_01-24\Actor_22\03-01-03-02-02-02-22.wav,happy
project_folder/audio_speech_actors_01-24\Actor_22\03-01-04-01-01-01-22.wav,sad
project_folder/audio_speech_actors_01-24\Actor_22\03-01-04-01-01-02-22.wav,sad
project_folder/audio_speech_actors_01-24\Actor_22\03-01-04-01-02-01-22.wav,sad
project_folder/audio_speech_actors_01-24\Actor_22\03-01-04-01-02-02-22.wav,sad
project_folder/audio_speech_actors_01-24\Actor_22\03-01-04-02-01-01-22.wav,sad
project_folder/audio_speech_actors_01-24\Actor_22\03-01-04-02-01-02-22.wav,sad
project_folder/audio_speech_actors_01-24\Actor_22\03-01-04-02-02-01-22.wav,sad
project_folder/audio_speech_actors_01-24\Actor_22\03-01-04-02-02-02-22.wav,sad
project_folder/audio_speech_actors_01-24\Actor_22\03-01-05-01-01-01-22.wav,angry
project_folder/audio_speech_actors_01-24\Actor_22\03-01-05-01-01-02-22.wav,angry
project_folder/audio_speech_actors_01-24\Actor_22\03-01-05-01-02-01-22.wav,angry
project_folder/audio_speech_actors_01-24\Actor_22\03-01-05-01-02-02-22.wav,angry
project_folder/audio_speech_actors_01-24\Actor_22\03-01-05-02-01-01-22.wav,angry
project_folder/audio_speech_actors_01-24\Actor_22\03-01-05-02-01-02-22.wav,angry
project_folder/audio_speech_actors_01-24\Actor_22\03-01-05-02-02-01-22.wav,angry
project_folder/audio_speech_actors_01-24\Actor_22\03-01-05-02-02-02-22.wav,angry
project_folder/audio_speech_actors_01-24\Actor_22\03-01-06-01-01-01-22.wav,fear
project_folder/audio_speech_actors_01-24\Actor_22\03-01-06-01-01-02-22.wav,fear
project_folder/audio_speech_actors_01-24\Actor_22\03-01-06-01-02-01-22.wav,fear
project_folder/audio_speech_actors_01-24\Actor_22\03-01-06-01-02-02-22.wav,fear
project_folder/audio_speech_actors_01-24\Actor_22\03-01-06-02-01-01-22.wav,fear
project_folder/audio_speech_actors_01-24\Actor_22\03-01-06-02-01-02-22.wav,fear
project_folder/audio_speech_actors_01-24\Actor_22\03-01-06-02-02-01-22.wav,fear
project_folder/audio_speech_actors_01-24\Actor_22\03-01-06-02-02-02-22.wav,fear
project_folder/audio_speech_actors_01-24\Actor_22\03-01-07-01-01-01-22.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_22\03-01-07-01-01-02-22.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_22\03-01-07-01-02-01-22.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_22\03-01-07-01-02-02-22.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_22\03-01-07-02-01-01-22.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_22\03-01-07-02-01-02-22.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_22\03-01-07-02-02-01-22.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_22\03-01-07-02-02-02-22.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_22\03-01-08-01-01-01-22.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_22\03-01-08-01-01-02-22.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_22\03-01-08-01-02-01-22.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_22\03-01-08-01-02-02-22.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_22\03-01-08-02-01-01-22.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_22\03-01-08-02-01-02-22.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_22\03-01-08-02-02-01-22.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_22\03-01-08-02-02-02-22.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_23\03-01-01-01-01-01-23.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_23\03-01-01-01-01-02-23.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_23\03-01-01-01-02-01-23.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_23\03-01-01-01-02-02-23.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_23\03-01-02-01-01-01-23.wav,calm
project_folder/audio_speech_actors_01-24\Actor_23\03-01-02-01-01-02-23.wav,calm
project_folder/audio_speech_actors_01-24\Actor_23\03-01-02-01-02-01-23.wav,calm
project_folder/audio_speech_actors_01-24\Actor_23\03-01-02-01-02-02-23.wav,calm
project_folder/audio_speech_actors_01-24\Actor_23\03-01-02-02-01-01-23.wav,calm
project_folder/audio_speech_actors_01-24\Actor_23\03-01-02-02-01-02-23.wav,calm
project_folder/audio_speech_actors_01-24\Actor_23\03-01-02-02-02-01-23.wav,calm
project_folder/audio_speech_actors_01-24\Actor_23\03-01-02-02-02-02-23.wav,calm
project_folder/audio_speech_actors_01-24\Actor_23\03-01-03-01-01-01-23.wav,happy
project_folder/audio_speech_actors_01-24\Actor_23\03-01-03-01-01-02-23.wav,happy
project_folder/audio_speech_actors_01-24\Actor_23\03-01-03-01-02-01-23.wav,happy
project_folder/audio_speech_actors_01-24\Actor_23\03-01-03-01-02-02-23.wav,happy
project_folder/audio_speech_actors_01-24\Actor_23\03-01-03-02-01-01-23.wav,happy
project_folder/audio_speech_actors_01-24\Actor_23\03-01-03-02-01-02-23.wav,happy
project_folder/audio_speech_actors_01-24\Actor_23\03-01-03-02-02-01-23.wav,happy
project_folder/audio_speech_actors_01-24\Actor_23\03-01-03-02-02-02-23.wav,happy
project_folder/audio_speech_actors_01-24\Actor_23\03-01-04-01-01-01-23.wav,sad
project_folder/audio_speech_actors_01-24\Actor_23\03-01-04-01-01-02-23.wav,sad
project_folder/audio_speech_actors_01-24\Actor_23\03-01-04-01-02-01-23.wav,sad
project_folder/audio_speech_actors_01-24\Actor_23\03-01-04-01-02-02-23.wav,sad
project_folder/audio_speech_actors_01-24\Actor_23\03-01-04-02-01-01-23.wav,sad
project_folder/audio_speech_actors_01-24\Actor_23\03-01-04-02-01-02-23.wav,sad
project_folder/audio_speech_actors_01-24\Actor_23\03-01-04-02-02-01-23.wav,sad
project_folder/audio_speech_actors_01-24\Actor_23\03-01-04-02-02-02-23.wav,sad
project_folder/audio_speech_actors_01-24\Actor_23\03-01-05-01-01-01-23.wav,angry
project_folder/audio_speech_actors_01-24\Actor_23\03-01-05-01-01-02-23.wav,angry
project_folder/audio_speech_actors_01-24\Actor_23\03-01-05-01-02-01-23.wav,angry
project_folder/audio_speech_actors_01-24\Actor_23\03-01-05-01-02-02-23.wav,angry
project_folder/audio_speech_actors_01-24\Actor_23\03-01-05-02-01-01-23.wav,angry
project_folder/audio_speech_actors_01-24\Actor_23\03-01-05-02-01-02-23.wav,angry
project_folder/audio_speech_actors_01-24\Actor_23\03-01-05-02-02-01-23.wav,angry
project_folder/audio_speech_actors_01-24\Actor_23\03-01-05-02-02-02-23.wav,angry
project_folder/audio_speech_actors_01-24\Actor_23\03-01-06-01-01-01-23.wav,fear
project_folder/audio_speech_actors_01-24\Actor_23\03-01-06-01-01-02-23.wav,fear
project_folder/audio_speech_actors_01-24\Actor_23\03-01-06-01-02-01-23.wav,fear
project_folder/audio_speech_actors_01-24\Actor_23\03-01-06-01-02-02-23.wav,fear
project_folder/audio_speech_actors_01-24\Actor_23\03-01-06-02-01-01-23.wav,fear
project_folder/audio_speech_actors_01-24\Actor_23\03-01-06-02-01-02-23.wav,fear
project_folder/audio_speech_actors_01-24\Actor_23\03-01-06-02-02-01-23.wav,fear
project_folder/audio_speech_actors_01-24\Actor_23\03-01-06-02-02-02-23.wav,fear
project_folder/audio_speech_actors_01-24\Actor_23\03-01-07-01-01-01-23.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_23\03-01-07-01-01-02-23.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_23\03-01-07-01-02-01-23.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_23\03-01-07-01-02-02-23.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_23\03-01-07-02-01-01-23.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_23\03-01-07-02-01-02-23.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_23\03-01-07-02-02-01-23.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_23\03-01-07-02-02-02-23.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_23\03-01-08-01-01-01-23.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_23\03-01-08-01-01-02-23.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_23\03-01-08-01-02-01-23.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_23\03-01-08-01-02-02-23.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_23\03-01-08-02-01-01-23.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_23\03-01-08-02-01-02-23.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_23\03-01-08-02-02-01-23.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_23\03-01-08-02-02-02-23.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_24\03-01-01-01-01-01-24.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_24\03-01-01-01-01-02-24.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_24\03-01-01-01-02-01-24.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_24\03-01-01-01-02-02-24.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_24\03-01-02-01-01-01-24.wav,calm
project_folder/audio_speech_actors_01-24\Actor_24\03-01-02-01-01-02-24.wav,calm
project_folder/audio_speech_actors_01-24\Actor_24\03-01-02-01-02-01-24.wav,calm
project_folder/audio_speech_actors_01-24\Actor_24\03-01-02-01-02-02-24.wav,calm
project_folder/audio_speech_actors_01-24\Actor_24\03-01-02-02-01-01-24.wav,calm
project_folder/audio_speech_actors_01-24\Actor_24\03-01-02-02-01-02-24.wav,calm
project_folder/audio_speech_actors_01-24\Actor_24\03-01-02-02-02-01-24.wav,calm
project_folder/audio_speech_actors_01-24\Actor_24\03-01-02-02-02-02-24.wav,calm
project_folder/audio_speech_actors_01-24\Actor_24\03-01-03-01-01-01-24.wav,happy
project_folder/audio_speech_actors_01-24\Actor_24\03-01-03-01-01-02-24.wav,happy
project_folder/audio_speech_actors_01-24\Actor_24\03-01-03-01-02-01-24.wav,happy
project_folder/audio_speech_actors_01-24\Actor_24\03-01-03-01-02-02-24.wav,happy
project_folder/audio_speech_actors_01-24\Actor_24\03-01-03-02-01-01-24.wav,happy
project_folder/audio_speech_actors_01-24\Actor_24\03-01-03-02-01-02-24.wav,happy
project_folder/audio_speech_actors_01-24\Actor_24\03-01-03-02-02-01-24.wav,happy
project_folder/audio_speech_actors_01-24\Actor_24\03-01-03-02-02-02-24.wav,happy
project_folder/audio_speech_actors_01-24\Actor_24\03-01-04-01-01-01-24.wav,sad
project_folder/audio_speech_actors_01-24\Actor_24\03-01-04-01-01-02-24.wav,sad
project_folder/audio_speech_actors_01-24\Actor_24\03-01-04-01-02-01-24.wav,sad
project_folder/audio_speech_actors_01-24\Actor_24\03-01-04-01-02-02-24.wav,sad
project_folder/audio_speech_actors_01-24\Actor_24\03-01-04-02-01-01-24.wav,sad
project_folder/audio_speech_actors_01-24\Actor_24\03-01-04-02-01-02-24.wav,sad
project_folder/audio_speech_actors_01-24\Actor_24\03-01-04-02-02-01-24.wav,sad
project_folder/audio_speech_actors_01-24\Actor_24\03-01-04-02-02-02-24.wav,sad
project_folder/audio_speech_actors_01-24\Actor_24\03-01-05-01-01-01-24.wav,angry
project_folder/audio_speech_actors_01-24\Actor_24\03-01-05-01-01-02-24.wav,angry
project_folder/audio_speech_actors_01-24\Actor_24\03-01-05-01-02-01-24.wav,angry
project_folder/audio_speech_actors_01-24\Actor_24\03-01-05-01-02-02-24.wav,angry
project_folder/audio_speech_actors_01-24\Actor_24\03-01-05-02-01-01-24.wav,angry
project_folder/audio_speech_actors_01-24\Actor_24\03-01-05-02-01-02-24.wav,angry
project_folder/audio_speech_actors_01-24\Actor_24\03-01-05-02-02-01-24.wav,angry
project_folder/audio_speech_actors_01-24\Actor_24\03-01-05-02-02-02-24.wav,angry
project_folder/audio_speech_actors_01-24\Actor_24\03-01-06-01-01-01-24.wav,fear
project_folder/audio_speech_actors_01-24\Actor_24\03-01-06-01-01-02-24.wav,fear
project_folder/audio_speech_actors_01-24\Actor_24\03-01-06-01-02-01-24.wav,fear
project_folder/audio_speech_actors_01-24\Actor_24\03-01-06-01-02-02-24.wav,fear
project_folder/audio_speech_actors_01-24\Actor_24\03-01-06-02-01-01-24.wav,fear
project_folder/audio_speech_actors_01-24\Actor_24\03-01-06-02-01-02-24.wav,fear
project_folder/audio_speech_actors_01-24\Actor_24\03-01-06-02-02-01-24.wav,fear
project_folder/audio_speech_actors_01-24\Actor_24\03-01-06-02-02-02-24.wav,fear
project_folder/audio_speech_actors_01-24\Actor_24\03-01-07-01-01-01-24.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_24\03-01-07-01-01-02-24.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_24\03-01-07-01-02-01-24.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_24\03-01-07-01-02-02-24.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_24\03-01-07-02-01-01-24.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_24\03-01-07-02-01-02-24.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_24\03-01-07-02-02-01-24.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_24\03-01-07-02-02-02-24.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_24\03-01-08-01-01-01-24.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_24\03-01-08-01-01-02-24.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_24\03-01-08-01-02-01-24.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_24\03-01-08-01-02-02-24.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_24\03-01-08-02-01-01-24.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_24\03-01-08-02-01-02-24.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_24\03-01-08-02-02-01-24.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_24\03-01-08-02-02-02-24.wav,surprise
